# Coordinates x,y,z
1000000	0	660000
1000000	5000	660000
1000000	10000	660000
1000000	15000	660000
1000000	20000	660000
1000000	25000	660000
1000000	30000	660000
1000000	35000	660000
1000000	40000	660000
1000000	45000	660000
1000000	50000	660000
1000000	55000	660000
1000000	60000	660000
1000000	65000	660000
1000000	70000	660000
1000000	75000	660000
1000000	80000	660000
1000000	85000	660000
1000000	90000	660000
1000000	95000	660000
1000000	100000	660000
1000000	105000	660000
1000000	110000	660000
1000000	115000	660000
1000000	120000	660000
1000000	125000	660000
1000000	130000	660000
1000000	135000	660000
1000000	140000	660000
1000000	145000	660000
1000000	150000	660000
1000000	155000	660000
1000000	160000	660000
1000000	165000	660000
1000000	170000	660000
1000000	175000	660000
1000000	180000	660000
1000000	185000	660000
1000000	190000	660000
1000000	195000	660000

