# Coordinates x,y,z
1000000	0	660000
1000000	10000	660000
1000000	20000	660000
1000000	30000	660000
1000000	40000	660000
1000000	50000	660000
1000000	60000	660000
1000000	70000	660000
1000000	80000	660000
1000000	90000	660000
1000000	100000	660000
1000000	110000	660000
1000000	120000	660000
1000000	130000	660000
1000000	140000	660000
1000000	150000	660000
1000000	160000	660000
1000000	170000	660000
1000000	180000	660000
1000000	190000	660000
1000000	200000	660000
1000000	210000	660000
1000000	220000	660000
1000000	230000	660000
1000000	240000	660000
1000000	250000	660000
1000000	260000	660000
1000000	270000	660000
1000000	280000	660000
1000000	290000	660000
1000000	300000	660000
1000000	310000	660000
1000000	320000	660000
1000000	330000	660000
1000000	340000	660000
1000000	350000	660000
1000000	360000	660000
1000000	370000	660000
1000000	380000	660000
1000000	390000	660000
1000000	400000	660000
1000000	410000	660000
1000000	420000	660000
1000000	430000	660000
1000000	440000	660000
1000000	450000	660000
1000000	460000	660000
1000000	470000	660000
1000000	480000	660000
1000000	490000	660000
1000000	500000	660000
1000000	510000	660000
1000000	520000	660000
1000000	530000	660000
1000000	540000	660000
1000000	550000	660000
1000000	560000	660000
1000000	570000	660000
1000000	580000	660000
1000000	590000	660000
